a	A|吖|呵|啊|嗄|腌|锕|阿	A|吖|呵|啊|嗄|腌|錒|阿
xingqiji	星期几	星期幾
xingqiliu	星期六	星期六
xingqin	性侵|省亲	性侵|省親
xingqinfan	性侵犯	性侵犯
xingqing	性情	性情
xingqingqu	兴庆区	興慶區
xingqinhai	性侵害	性侵害
xingqiqi	性器期	性器期
xingqiri	星期日	星期日
xingqisan	星期三	星期三
xingqisi	星期四	星期四
xingqitian	星期天	星期天
xingqiu	刑求|星球	刑求|星球
xingqiudazhan	星球大战	星球大戰
xingqiwu	星期五	星期五
xingqiyi	星期一	星期一
xingqu	兴趣	興趣
xingquan	行权	行權
xingqun	星群	星群
xingquxiang	性取向	性取向
xingran	悻然	悻然
xingren	兴仁|刑人|杏仁|行人	刑人|杏仁|興仁|行人
xingrendoufu	杏仁豆腐	杏仁豆腐
xingrenguo	杏仁果	杏仁果
xingrenhe	杏仁核	杏仁核
xingrenjing	行人径	行人徑
xingrenshi	兴仁市	興仁市
xingrenti	杏仁体	杏仁體
xingrong	兴荣|形容	形容|興榮
xingrongci	形容词|形容辞	形容詞|形容辭
xingrongciduanyu	形容词短语	形容詞短語
xingru	刑辱	刑辱
xingsaorao	性骚扰	性騷擾
xingse	形色	形色
xingsecongcong	行色匆匆	行色匆匆
xingshan	兴山|性善|行善	性善|興山|行善
xingshang	形上	形上
xingshanqu	兴山区	興山區
xingshanxian	兴山县	興山縣
xingshen	幸甚|形神	幸甚|形神
xingsheng	兴盛|形声|形胜|行省	形勝|形聲|興盛|行省
xingshenghuo	性生活	性生活
xingshengzi	形声字	形聲字
xingshenzhizai	幸甚至哉	幸甚至哉
xingshi	兴师|刑事|型式|姓氏|幸事|形势|形式|性事|省事|省视|行事|行使|行驶	刑事|型式|姓氏|幸事|形勢|形式|性事|省事|省視|興師|行事|行使|行駛
xingshidongzhong	兴师动众	興師動眾
xingshifan	刑事犯	刑事犯
xingshifanzui	刑事犯罪	刑事犯罪
xingshifapiao	形式发票	形式發票
xingshifating	刑事法庭	刑事法庭
xingshifayuan	刑事法院	刑事法院
xingshihengyan	醒世恒言	醒世恆言
xingshihua	形式化	形式化
xingshijingcha	刑事警察	刑事警察
xingshijingchaju	刑事警察局	刑事警察局
xingshiju	刑事局	刑事局
xingshijuliu	刑事拘留	刑事拘留
xingshili	行事历	行事曆
xingshishenpanting	刑事审判庭	刑事審判庭
xingshisusongfa	刑事诉讼法	刑事訴訟法
xingshiwenzui	兴师问罪	興師問罪
xingshiyanjun	形势严峻	形勢嚴峻
xingshizheng	行驶证	行駛證
xingshizhiquan	行使职权	行使職權
xingshizhuyi	形式主义	形式主義
xingshizourou	行尸走肉	行屍走肉
xingshu	星术|杏树|行书|行署	星術|杏樹|行書|行署
xingshuai	兴衰	興衰
xingsi	形似	形似
xingsong	惺忪|惺松	惺忪|惺鬆
xingsufa	刑诉法	刑訴法
xingtai	型态|形态|邢台	型態|形態|邢臺
xingtaifashengsu	形态发生素	形態發生素
xingtaishi	邢台市	邢臺市
xingtaixian	邢台县	邢臺縣
xingtaixue	形态学	形態學
xingtang	刑堂|行唐	刑堂|行唐
xingtangxian	行唐县	行唐縣
xingti	兴替|形体|星体|行体	形體|星體|興替|行體
xingtian	刑天	刑天
xingtiaoqi	星条旗	星條旗
xingting	刑庭	刑庭
xingtong	形同	形同
xingtongmolu	形同陌路	形同陌路
xingtongxushe	形同虚设	形同虛設
xingtongyixingzhangai	性同一性障碍	性同一性障礙
xingtou	兴头|行头	興頭|行頭
xingtouzhuomuniao	星头啄木鸟	星頭啄木鳥
xingtu	星图	星圖
xingtuan	星团	星團
xinguan	信管|新冠	信管|新冠
xinguanbingdu	新冠病毒	新冠病毒
xinguanfeiyan	新冠肺炎	新冠肺炎
xinguangtipan	心广体胖	心廣體胖
xinguanshangrensanbahuo	新官上任三把火	新官上任三把火
xingudian	新古典	新古典
xingudianzhuyi	新古典主义	新古典主義
xingui	新规|新贵	新規|新貴
xingwang	兴亡|兴旺|刑网	刑網|興亡|興旺
xingwangfada	兴旺发达	興旺發達
xingwanlilushengduwanjuanshu	行万里路胜读万卷书	行萬里路勝讀萬卷書
xingwanwu	性玩物	性玩物
xingwei	兴味|行为	興味|行為
xingweishuju	行为数据	行為數據
xingweiyishu	行为艺术	行為藝術
xingweiyishujia	行为艺术家	行為藝術家
xingweizhunze	行为准则	行為準則
xingweizhuyi	行为主义	行為主義
xingwen	兴文|行文	興文|行文
xingwenxian	兴文县	興文縣
xingwu	省悟|醒悟	省悟|醒悟
xingwulian	性物恋	性物戀
xingxi	幸喜|星系	幸喜|星系
xingxian	兴县|性腺	性腺|興縣
xingxiang	形像|形象|性向|星相|星象	形像|形象|性向|星相|星象
xingxiangdaiyanren	形象代言人	形象代言人
xingxiangdashi	形象大使	形象大使
xingxiangeyao	星象恶曜	星象惡曜
xingxiangjia	星相家	星相家
xingxiangshi	星相师	星相師
xingxiangshizu	星相十足	星相十足
xingxiangshu	星相术	星相術
xingxiangtu	星相图|星象图	星相圖|星象圖
xingxiangxue	星相学	星相學
xingxiangyishu	形象艺术	形象藝術
xingxiao	行销	行銷
xingxiaosuqiu	行销诉求	行銷訴求
xingxiaozhang	行销长	行銷長
xingxiazhangyi	行侠仗义	行俠仗義
xingxibao	性细胞	性細胞
xingxing	性行|悻悻|惺惺|星星|猩猩|行刑|行星	性行|悻悻|惺惺|星星|猩猩|行刑|行星
xingxingdui	行刑队	行刑隊
xingxingji	行星际	行星際
xingxingsese	形形色色	形形色色
xingxingwang	星型网	星型網
xingxingwei	性行为	性行為
xingxingxiangxi	惺惺相惜	惺惺相惜
xingxingxixingxing	惺惺惜惺惺	惺惺惜惺惺
xingxingzhihuo	星星之火	星星之火
xingxingzhihuokeyiliaoyuan	星星之火，可以燎原	星星之火，可以燎原
xingxingzuotai	惺惺作态	惺惺作態
xingxiong	行凶	行兇
xingxiongzhe	行凶者	行兇者
xingxipan	星系盘	星系盤
xingxiu	星宿	星宿
xingxiuhai	星宿海	星宿海
xingxu	兴许	興許
xingxue	兴学|性学	性學|興學
xingxun	刑讯	刑訊
xingya	星鸦	星鴉
xingyan	杏眼	杏眼
xingyang	荥阳	滎陽
xingyangshi	荥阳市	滎陽市
xingyao	星曜	星曜
xingyaozuoguai	兴妖作怪	興妖作怪
xingye	兴业|星夜	星夜|興業
xingyexian	兴业县	興業縣
xingyeyinhang	兴业银行	興業銀行
xingyi	兴义|形译|行医	形譯|興義|行醫
xingyidouzhuan	星移斗转	星移斗轉
xingyin	性瘾|行淫	性癮|行淫
xingyingbuli	形影不离	形影不離
xingyingxiangdiao	形影相吊	形影相弔
xingyingxiangsui	形影相随	形影相隨
xingyiquan	形意拳	形意拳
xingyishi	兴义市	興義市
xingyouyuli	行有余力	行有餘力
xingyu	性欲	性慾
xingyue	星月	星月
xingyugaochao	性欲高潮	性慾高潮
xingyun	幸运|星云	幸運|星雲
xingyunbiao	星云表	星雲表
xingyunbinggan	幸运饼干	幸運餅乾
xingyunchoujiang	幸运抽奖	幸運抽獎
xingyuner	幸运儿	幸運兒
xingyunliushui	行云流水	行雲流水
xingyunquqi	幸运曲奇	幸運曲奇
xingyunxin	幸运信	幸運信
xingyuse	形于色	形於色
xingzailehuo	幸灾乐祸	幸災樂禍
xingzhang	刑杖	刑杖
xingzhangli	性张力	性張力
xingzhe	行者	行者
xingzhen	刑侦	刑偵
xingzheng	性征|行政	性徵|行政
xingzhengbumen	行政部门	行政部門
xingzhengdanwei	行政单位	行政單位
xingzhengfa	行政法	行政法
xingzhenggongshu	行政公署	行政公署
xingzhengguanli	行政管理	行政管理
xingzhenghuiyi	行政会议	行政會議
xingzhengjiguan	行政机关	行政機關
xingzhengjiuji	行政救济	行政救濟
xingzhengjuliu	行政拘留	行政拘留
xingzhengmingling	行政命令	行政命令
xingzhengqu	行政区	行政區
xingzhengquan	行政权	行政權
xingzhengquhua	行政区划|行政区画	行政區劃|行政區畫
xingzhengquhuatu	行政区划图	行政區劃圖
xingzhengquyu	行政区域	行政區域
xingzhengyuan	行政员|行政院	行政員|行政院
xingzhengzhangguan	行政长官	行政長官
xingzhengzongchu	行政总厨	行政總廚
xingzhi	兴致|形制|形质|性质|行止	形制|形質|性質|興致|行止
xingzhibobo	兴致勃勃	興致勃勃
xingzhimingti	性质命题	性質命題
xingzhixiang	性指向	性指向
xingzhiyouxiao	行之有效	行之有效
xingzhonghui	兴中会	興中會
xingzhou	星洲	星洲
xingzhouribao	星洲日报	星洲日報
xingzhuan	性转|醒转	性轉|醒轉
xingzhuang	形状|性状|行状|行装	形狀|性狀|行狀|行裝
xingzi	性子|杏子	性子|杏子
xingzong	行踪	行蹤
xingzou	行走	行走
xingzuo	星座	星座
xingzuoyunshi	星座运势	星座運勢
xinhai	辛亥	辛亥
xinhaigeming	辛亥革命	辛亥革命
xinhaixiashibao	新海峡时报	新海峽時報
xinhan	信函|心寒	信函|心寒
xinhanbushier	新罕布什尔	新罕布什爾
xinhao	信号	信號
xinhaochuli	信号处理	信號處理
xinhaodeng	信号灯	信號燈
xinhaotai	信号台	信號臺
xinhe	新和|新河	新和|新河
xinhenshoula	心狠手辣	心狠手辣
xinhexian	新和县|新河县	新和縣|新河縣
xinhua	新化|新华	新化|新華
xinhuai	心怀	心懷
xinhuaipoce	心怀叵测	心懷叵測
xinhuan	新欢	新歡
xinhuang	心慌|新晃	心慌|新晃
xinhuangdongzuzizhixian	新晃侗族自治县	新晃侗族自治縣
xinhuangxian	新晃县	新晃縣
xinhuangyiluan	心慌意乱	心慌意亂
xinhuanufang	心花怒放	心花怒放
xinhuaqu	新华区	新華區
xinhuaribao	新华日报	新華日報
xinhuashe	新华社	新華社
xinhuashudian	新华书店	新華書店
xinhuawang	新华网	新華網
xinhuaxian	新化县	新化縣
xinhui	新会	新會
xinhuiqu	新会区	新會區
xinhuiyilan	心灰意懒	心灰意懶
xinhuiyileng	心灰意冷	心灰意冷
xinhun	新婚	新婚
xinhunfufu	新婚夫妇	新婚夫婦
xinhunyaner	新婚宴尔|新婚燕尔	新婚宴爾|新婚燕爾
xinhuoxiangchuan	薪火相传	薪火相傳
xini	悉尼|细腻	悉尼|細膩
xinian	昔年	昔年
xiniang	喜娘	喜娘
xiniao	犀鸟	犀鳥
xining	西宁	西寧
xiningshi	西宁市	西寧市
xiniu	犀牛	犀牛
xinji	心急|心悸|心机|心肌|心计|心迹|薪给|辛集	心急|心悸|心機|心肌|心計|心跡|薪給|辛集
xinjian	信件|信笺|心尖|新建	信件|信箋|心尖|新建
xinjiang	新疆|新绛	新疆|新絳
xinjianggequ	新疆歌鸲	新疆歌鴝
xinjiangshengchanjianshebingtuan	新疆生产建设兵团	新疆生產建設兵團
xinjiangshouzhuafan	新疆手抓饭	新疆手抓飯
xinjiangweiwuerzizhiqu	新疆维吾尔自治区	新疆維吾爾自治區
xinjiangxian	新绛县	新絳縣
xinjianiang	新嫁娘	新嫁娘
xinjianqu	新建区	新建區
xinjiao	信教|心焦|新教	信教|心焦|新教
xinjiaotong	心绞痛	心絞痛
xinjiaotu	新教徒	新教徒
xinjiapo	新加坡	新加坡
xinjiapoguolidaxue	新加坡国立大学	新加坡國立大學
xinjiaporen	新加坡人	新加坡人
xinjichibuliaoredoufu	心急吃不了热豆腐	心急吃不了熱豆腐
xinjie	心结|新界	心結|新界
xinjieduan	新阶段	新階段
xinjigengse	心肌梗塞	心肌梗塞
xinjigengsi	心肌梗死	心肌梗死
xinjihuoliao	心急火燎	心急火燎
xinjin	心劲|新晋|新近|薪金	心勁|新晉|新近|薪金
xinjineiya	新几内亚|新畿内亚	新幾內亞|新畿內亞
xinjing	信经|心境|心惊|心经|心静|新井	信經|心境|心經|心靜|心驚|新井
xinjingbao	新京报	新京報
xinjingdanchan	心惊胆颤	心驚膽顫
xinjingdanzhan	心惊胆战	心驚膽戰
xinjingroutiao	心惊肉跳	心驚肉跳
xinjingziranliang	心静自然凉	心靜自然涼
xinjinhuochuan	薪尽火传	薪盡火傳
xinjinxian	新金县	新金縣
xinjirufen	心急如焚	心急如焚
xinjiruhuo	心急如火	心急如火
xinjishi	辛集市	辛集市
xinjiyan	心肌炎	心肌炎
xinjiyuan	新纪元	新紀元
xinju	新居	新居
xinjun	新军	新軍
xinjutongzhihui	新剧同志会	新劇同志會
xinkaliduoniya	新喀里多尼亚	新喀里多尼亞
xinkan	心坎	心坎
xinkao	信靠	信靠
xinkong	心孔	心孔
xinkou	信口|心口	信口|心口
xinkoubuyi	心口不一	心口不一
xinkoucihuang	信口雌黄	信口雌黃
xinkouhushuo	信口胡说	信口胡說
xinkoukaihe	信口开合|信口开河	信口開合|信口開河
xinkouruyi	心口如一	心口如一
xinku	辛苦	辛苦
xinkuan	新款	新款
xinkuangshenyi	心旷神怡	心曠神怡
xinkuantipan	心宽体胖	心寬體胖
xinla	新拉|辛辣	新拉|辛辣
xinlai	信赖	信賴
xinlaiqujian	信赖区间	信賴區間
xinlaizhadao	新来乍到	新來乍到
xinlang	新浪|新郎	新浪|新郎
xinlangguan	新郎倌|新郎官	新郎倌|新郎官
xinlangwang	新浪网	新浪網
xinlangweibo	新浪微博	新浪微博
xinlao	辛劳	辛勞
xinle	新乐	新樂
xinlei	心累	心累
xinleshi	新乐市	新樂市
xinli	心力|心理|心里|新力|新历	心力|心理|心裡|新力|新曆
xinlicidian	心理词典	心理詞典
xinlifangxian	心理防线	心理防線
xinlifenxi	心理分析	心理分析
xinlihua	心里话	心裡話
xinlijianshe	心理建设	心理建設
xinlijiaocui	心力交瘁	心力交瘁
xinlimeiluobo	心里美萝卜	心裡美蘿蔔
xinlin	新林	新林
xinling	信令|心灵|心领	信令|心靈|心領
xinlingganying	心灵感应	心靈感應
xinlingjitang	心灵鸡汤	心靈雞湯
xinlingshang	心灵上	心靈上
xinlingshenhui	心领神会	心領神會
xinlingshenwu	心领神悟	心領神悟
xinlingshouqiao	心灵手巧	心靈手巧
xinlinqu	新林区	新林區
xinlishuaijie	心力衰竭	心力衰竭
xinlitongjixue	心理统计学	心理統計學
xinliu	心流	心流
xinlixue	心理学	心理學
xinlixuejia	心理学家	心理學家
xinliyangyang	心里痒痒	心裡癢癢
xinliyougui	心里有鬼	心裡有鬼
xinliyoupu	心里有谱	心裡有譜
xinliyoushu	心里有数	心裡有數
xinlizhan	心理战	心理戰
xinlizuoyong	心理作用	心理作用
xinlong	新龙	新龍
xinlongxian	新龙县	新龍縣
xinlu	心路	心路
xinluanruma	心乱如麻	心亂如麻
xinlun	心轮	心輪
xinluo	新罗	新羅
xinluoqu	新罗区	新羅區
xinluowangchao	新罗王朝	新羅王朝
xinlv	心律|心率	心律|心率
xinlvbuqi	心律不齐	心律不齊
xinlvbuzheng	心律不整	心律不整
xinlvshichang	心律失常	心律失常
xinma	新马	新馬
xinmanyizu	心满意足	心滿意足
xinmao	心锚|辛卯	心錨|辛卯
xinmatai	新马泰	新馬泰
xinmeisu	新霉素	新黴素
xinmen	囟门	囟門
xinmi	新密|新秘	新密|新秘
xinmin	新民	新民
xinminshi	新民市	新民市
xinminwanbao	新民晚报	新民晚報
xinminzhuzhuyi	新民主主义	新民主主義
xinminzhuzhuyigeming	新民主主义革命	新民主主義革命
xinminzhuzhuyilun	新民主主义论	新民主主義論
xinmishi	新密市	新密市
xinmo	心魔	心魔
xinmoxige	新墨西哥	新墨西哥
xinmu	心目	心目
xinmudaotuan	新慕道团	新慕道團
xinmuzhong	心目中	心目中
xinnanweiershi	新南威尔士	新南威爾士
xinnanweiershizhou	新南威尔士州	新南威爾士州
xinnaomen	囟脑门	囟腦門
xinnian	信念|新年	信念|新年
xinniang	新娘	新娘
xinniangmishu	新娘秘书	新娘秘書
xinniangzi	新娘子	新娘子
xinniankuaile	新年快乐	新年快樂
xinnianqianxi	新年前夕	新年前夕
xinning	新宁	新寧
xinningxian	新宁县	新寧縣
xinnonghe	新农合	新農合
xinong	戏弄	戲弄
xinpai	新派	新派
xinpengpengtiao	心怦怦跳|心砰砰跳	心怦怦跳|心砰砰跳
xinpi	新埤	新埤
xinpian	芯片	芯片
xinpianzu	芯片组	芯片組
xinpingjiujiu	新瓶旧酒	新瓶舊酒
xinpingqihe	心平气和	心平氣和
xinpingxian	新平县	新平縣
xinpingyizudaizuzizhixian	新平彝族傣族自治县	新平彝族傣族自治縣
xinpingzhuangjiujiu	新瓶装旧酒	新瓶裝舊酒
xinpixiang	新埤乡	新埤鄉
xinpu	新埔	新埔
xinpusen	辛普森	辛普森
xinpusenyijia	辛普森一家	辛普森一家
xinpuzhen	新埔镇	新埔鎮
xinqi	心气|新奇|辛奇	心氣|新奇|辛奇
xinqian	新钱	新錢
xinqiao	心窍	心竅
xinqie	心切	心切
xinqin	辛勤	辛勤
xinqing	心情|新青	心情|新青
xinqingengyun	辛勤耕耘	辛勤耕耘
xinqingqu	新青区	新青區
xinqiu	新邱	新邱
xinqiuqu	新邱区	新邱區
xinran	信然|欣然	信然|欣然
xinredaijie	新热带界	新熱帶界
xinren	信任|新人|新任	信任|新人|新任
xinrong	新荣	新榮
xinrongqu	新荣区	新榮區
xinruan	心软	心軟
xinrudaoge	心如刀割	心如刀割
xinrudaojiao	心如刀绞	心如刀絞
xinrui	新锐	新銳
xinrujia	新儒家	新儒家
xinruzhishui	心如止水	心如止水
xinsai	心塞	心塞
xinshan	新山	新山
xinshang	心伤|欣赏	心傷|欣賞
xinshangren	心上人	心上人
xinshao	新邵	新邵
xinshaoxian	新邵县	新邵縣
xinshen	心神	心神
xinshenbuan	心神不安	心神不安
xinshenbuning	心神不宁	心神不寧
xinshenbuzhu	心神不属	心神不屬
xinsheng	心声|新生	心聲|新生
xinshengdai	新生代	新生代
xinshenger	新生儿	新生兒
xinshenhuanghu	心神恍惚	心神恍惚
xinshenzhe	信神者	信神者
xinshenzhuanzhu	心神专注	心神專註
xinshi	信使|信实|心事|心室|新式	信使|信實|心事|心室|新式
xinshichandong	心室颤动	心室顫動
xinshichongchong	心事重重	心事重重
xinshidai	新时代	新時代
xinshidandan	信誓旦旦	信誓旦旦
xinshihetanghesuan	信使核糖核酸	信使核糖核酸
xinshiqi	新石器	新石器
xinshiqishidai	新石器时代	新石器時代
xinshiqu	新市区	新市區
xinshizhen	新市镇	新市鎮
xinshou	信守|信手|新手	信守|信手|新手
xinshu	心术	心術
xinshui	薪水	薪水
xinsi	心思|辛巳	心思|辛巳
xinsijun	新四军	新四軍
xinsikeshe	新斯科舍	新斯科舍
xinsixiang	新思想	新思想
xinsu	信宿|新宿	信宿|新宿
xinsuan	心算|心酸|辛酸	心算|心酸|辛酸
xinsui	心碎	心碎
xintai	心态|新泰	心態|新泰
xintaibi	新台币	新台幣
xintaishi	新泰市	新泰市
xintang	新塘	新塘
xintangshu	新唐书	新唐書
xinteng	心疼	心疼
xintian	心田|新田	心田|新田
xintiandi	新天地	新天地
xintianweng	信天翁	信天翁
xintianxian	新田县	新田縣
xintianyou	信天游	信天游
xintiao	信条|心跳	信條|心跳
xintiaoguohuan	心跳过缓	心跳過緩
xintong	信筒|心痛	信筒|心痛
xintou	心头	心頭
xintouhao	心头好	心頭好
xintourou	心头肉	心頭肉
xintu	信徒|心土|新土	信徒|心土|新土
xintuo	信托	信託
xinu	息怒	息怒
xinuaile	喜怒哀乐	喜怒哀樂
xinuwuchang	喜怒无常	喜怒無常
xinwanzhi	辛烷值	辛烷值
xinwei	欣慰|辛未	欣慰|辛未
xinwen	新闻	新聞
xinwencehua	新闻策划	新聞策劃
xinwenchu	新闻处	新聞處
xinwenchubanzongshu	新闻出版总署	新聞出版總署
xinwenfabuhui	新闻发布会	新聞發布會
xinwenfayanren	新闻发言人	新聞發言人
xinwengao	新闻稿	新聞稿
xinwengongzuozhe	新闻工作者	新聞工作者
xinwenhuayundong	新文化运动	新文化運動
xinwenjie	新闻界	新聞界
xinwenjizhe	新闻记者	新聞記者
xinwenmeiti	新闻媒体	新聞媒體
xinwenwang	新闻网	新聞網
xinwenxue	新闻学	新聞學
xinwenzhoukan	新闻周刊	新聞周刊|新聞週刊
xinwenzhubo	新闻主播	新聞主播
xinwenziyou	新闻自由	新聞自由
xinwenzu	新闻组	新聞組
xinwor	心窝儿	心窩兒
xinwu	信物	信物
xinwudaishi	新五代史	新五代史
xinwueryong	心无二用	心無二用
xinwupangwu	心无旁骛	心無旁騖
xinxi	信息|心细|新潟|新禧|欣喜|衅隙	信息|心細|新潟|新禧|欣喜|釁隙
xinxia	心下	心下
xinxian	心弦|心羡|新县|新鲜	心弦|心羨|新縣|新鮮
xinxiang	信箱|心想|新乡|薪饷|馨香	信箱|心想|新鄉|薪餉|馨香
xinxiangshi	新乡市	新鄉市
xinxiangshicheng	心想事成	心想事成
xinxiangxian	新乡县	新鄉縣
xinxiboliya	新西伯利亚	新西伯利亞
xinxiboliyashi	新西伯利亚市	新西伯利亞市
xinxicha	信息差	信息差
xinxiguanli	信息管理	信息管理
xinxihua	信息化	信息化
xinxijianfang	信息茧房	信息繭房
xinxijishu	信息技术	信息技術
xinxilan	新西兰	新西蘭
xinxilingtong	信息灵通	信息靈通
xinxilun	信息论	信息論
xinxin	信心	信心
xinxinbaibei	信心百倍	信心百倍
xinxing	心性|新兴|新型|新星|欣幸	心性|新型|新星|新興|欣幸
xinxingchanye	新兴产业	新興產業
xinxingguanzhuangbingdu	新型冠状病毒	新型冠狀病毒
xinxingjingjiguojia	新兴经济国家	新興經濟國家
xinxingnongcunhezuoyiliao	新型农村合作医疗	新型農村合作醫療
xinxingqu	新兴区	新興區
xinxingxian	新兴县	新興縣
xinxinkuku	辛辛苦苦	辛辛苦苦
xinxinnati	辛辛那提	辛辛那提
xinxinniannian	心心念念	心心念念
